unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
103,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","seed, flower pot",plant,PROCEDURE,Agent used incorrect syntax for planting a seed in a flower pot.,"The correct action to plant a seed is ""put [seed] in [flower pot]"".",VALID_SAME_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,1,10-16,scienceworld_mendelian-genetics-unknown-plant_var_0,1,17-18
104,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","jug, sink, water",fill,ACQUIRE,Agent repeatedly tried incorrect actions to fill the jug with water from the sink.,"To fill the jug, first activate the sink, then put the jug in the sink, and finally take the jug. It fills automatically.",VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,1,20-48,scienceworld_mendelian-genetics-unknown-plant_var_0,2,8-10
105,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","jug, flower pot, water","water, pour, use",PROCEDURE,Agent used incorrect actions to water the plant in the flower pot.,"The correct action to water a plant is ""pour [liquid container] into [flower pot]"".",VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,2,12-18,scienceworld_mendelian-genetics-unknown-plant_var_0,4,28-29
106,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","jug, flower pot","move, take",PROCEDURE,"Agent incorrectly assumed moving the jug to the flower pot would water it, then struggled to remove the jug.","Moving a liquid container to a flower pot does not water it; use ""pour [container] into [flower pot]"". To retrieve an item from a container, use ""take [item]"" if it's the only item or ""take [item] from [container]"".",VALID_SAME_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,2,20-26,scienceworld_mendelian-genetics-unknown-plant_var_0,2,27-28
107,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","plant, seeds, shovel, flower pot","harvest, take, dig up, use",PROCEDURE,Agent repeatedly tried incorrect actions to harvest seeds from the adult plant.,"The correct action to harvest seeds from an adult plant is ""harvest [plant] with [tool]"".",CANDIDATE,scienceworld_mendelian-genetics-unknown-plant_var_0,5,40-48,scienceworld_mendelian-genetics-unknown-plant_var_0,6,37-38
108,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, solar panel, light bulb",connect,PROCEDURE,Attempted to connect wire to component without specifying wire terminal.,"Always specify the wire terminal (e.g., 'terminal 1', 'terminal 2') when connecting wires to electrical components.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,13-13,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,16-16
109,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",solar panel,activate,PROCEDURE,"Attempted to activate solar panel directly, which is not a valid action.","Solar panels activate automatically when placed in a sufficiently lit area, such as 'outside'.",VALID_NEXT_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,21-21,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,40-40
110,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",solar panel,move,ACQUIRE,Attempted to move a connected solar panel to another room directly.,"To move connected electrical components, first disconnect all wires by taking them into inventory.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,25-25,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,33-33
111,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",wire,disconnect,RECOVER,"Attempted to use a 'disconnect' action, which is not supported.","To disconnect a wire, use the 'take [wire]' action, which implicitly disconnects it.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,29-29,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,33-33
112,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","solar panel, light bulb, wire",connect,PROCEDURE,"Attempted to connect components in different rooms, which is not allowed.",All components of an electrical circuit must be in the same room to be connected.,VALID_NEXT_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,45-45,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,10-10
113,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","solar panel, light bulb, wire",put,PROCEDURE,"Moving connected components between rooms disconnects them, requiring re-connection.",Always reconnect wires after moving connected electrical components to a new location.,VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,20-20,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,26-26
114,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",solar panel,put,PROCEDURE,Attempted to put solar panel on 'ground' instead of 'greenhouse' in the greenhouse room.,"Use the specific room name (e.g., 'greenhouse') when placing objects in a room, not generic terms like 'ground'.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,18-18,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,20-20
115,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, solar panel",connect,PROCEDURE,"Repeatedly failed to connect wires due to incorrect syntax, despite previous success.",Ensure correct syntax for connecting wires: 'connect [wire] terminal [number] to [component] [anode/cathode]'.,VALID_NEXT_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,5,30-48,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,6,20-20
116,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, battery, light bulb",connect,PROCEDURE,"Agent connects black wire to battery anode and red light bulb anode, but light bulb remains off.",Ensure both anode and cathode of the light bulb are connected to the power source.,VALID_SAME_TRIAL,scienceworld_power-component_var_0,1,40-43,scienceworld_power-component_var_0,1,44-47
117,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","battery, switch, light bulb, wire","activate, connect",PROCEDURE,"Agent connects battery to light bulb, but forgets to activate the switch.",Activate the switch to complete the circuit and power the light bulb.,VALID_SAME_TRIAL,scienceworld_power-component_var_0,1,48-49,scienceworld_power-component_var_0,1,52-53
118,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",wire,disconnect,PROCEDURE,Agent repeatedly attempts to disconnect wires using incorrect syntax.,Use the 'take [wire]' action to disconnect a wire from its current connection.,VALID_NEXT_TRIAL,scienceworld_power-component_var_0,2,6-7,scienceworld_power-component_var_0,3,40-41
119,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","power source, light bulb, wire","connect, activate",PROCEDURE,"Agent connects light bulb to gas generator, but light bulb remains off.","If a power source doesn't work, try another available power source (battery, solar panel).",VALID_NEXT_TRIAL,scienceworld_power-component_var_0,2,12-13,scienceworld_power-component_var_0,3,46-51
120,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","battery, switch, light bulb, wire","connect, activate",PROCEDURE,"Agent connects battery to switch, switch to light bulb, light bulb to battery, but light bulb remains off.",Ensure all components are correctly connected and the switch is activated to complete the circuit.,VALID_NEXT_TRIAL,scienceworld_power-component_var_0,5,30-31,scienceworld_power-component_var_0,6,46-47
121,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","light bulb, power source",connect,PROCEDURE,"Agent tries multiple power sources (gas generator, battery, solar panel) with red light bulb, but it never turns on.","If a light bulb doesn't work with multiple power sources, test other light bulbs to identify a faulty component.",CANDIDATE,scienceworld_power-component_var_0,5,48-49,scienceworld_power-component_var_0,5,48-49
122,"Your task is to determine if unknown substance B is electrically conductive. The unknown substance B is located around the workshop. First, focus on the unknown substance B. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","wire, battery, substance",connect,PROCEDURE,Attempted to connect wire to battery without specifying terminal.,"Specify the terminal (e.g., terminal 1, terminal 2, anode, cathode) when connecting electrical components.",VALID_SAME_TRIAL,scienceworld_test-conductivity-of-unknown-substances_var_0,1,7-7,scienceworld_test-conductivity-of-unknown-substances_var_0,1,10-10
123,"Your task is to determine if aluminum foil is electrically conductive. The aluminum foil is located around the workshop. First, focus on the aluminum foil. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","wire, aluminum foil",disconnect,RECOVER,Incorrect syntax for disconnecting wires from aluminum foil.,"The 'disconnect' action requires specifying the wire and the object it's connected to, without terminals for non-polarized objects.",CANDIDATE,scienceworld_test-conductivity_var_0,1,20-23,scienceworld_test-conductivity_var_0,3,10-11
124,"Your task is to determine if aluminum foil is electrically conductive. The aluminum foil is located around the workshop. First, focus on the aluminum foil. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","wire, battery",connect,PROCEDURE,Failed to specify terminal when connecting wire to battery.,"When connecting wires to polarized components like a battery, specify the terminal (e.g., 'terminal 1 to battery cathode').",VALID_SAME_TRIAL,scienceworld_test-conductivity_var_0,2,6-6,scienceworld_test-conductivity_var_0,2,8-8
125,"Your task is to determine if aluminum foil is electrically conductive. The aluminum foil is located around the workshop. First, focus on the aluminum foil. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","aluminum foil, light bulb","observe, place",VERIFY,Incorrectly concluded aluminum foil was non-conductive based on light bulb not lighting up.,Rely on scientific knowledge (aluminum foil is conductive) rather than potentially faulty experimental setup observations.,VALID_NEXT_TRIAL,scienceworld_test-conductivity_var_0,3,16-17,scienceworld_test-conductivity_var_0,4,5-7
126,"Your task is to measure the temperature of unknown substance B, which is located around the living room. First, focus on the thermometer. Next, focus on the unknown substance B. If the unknown substance B temperature is above 100.0 degrees celsius, place it in the red box. If the unknown substance B temperature is below 100.0 degrees celsius, place it in the green box. The boxes are located around the bathroom.",drawer,"look in, open",SEARCH,Attempted to look inside a closed drawer.,Always open containers before attempting to look inside them.,VALID_SAME_TRIAL,scienceworld_use-thermometer_var_0,1,5-5,scienceworld_use-thermometer_var_0,1,7-7
127,"Your task is to measure the temperature of unknown substance B, which is located around the living room. First, focus on the thermometer. Next, focus on the unknown substance B. If the unknown substance B temperature is above 100.0 degrees celsius, place it in the red box. If the unknown substance B temperature is below 100.0 degrees celsius, place it in the green box. The boxes are located around the bathroom.","thermometer, unknown substance","use, take",MEASURE,Attempted to use a tool on an object without taking the tool first.,Take tools into inventory before attempting to use them on other objects.,VALID_SAME_TRIAL,scienceworld_use-thermometer_var_0,1,21-21,scienceworld_use-thermometer_var_0,1,27-27
128,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent attempts to 'take metal pot from cupboard' with incorrect syntax.,Use the simpler 'take <object>' command to acquire items from containers.,VALID_SAME_TRIAL,scienceworld_boil_var_1,1,40-40,scienceworld_boil_var_1,1,43-43
129,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",fill,ACQUIRE,Agent attempts to fill a container with water using incorrect syntax.,"To fill a container from a water source, use 'dunk <container> in <water_source>'.",VALID_NEXT_TRIAL,scienceworld_boil_var_1,1,48-48,scienceworld_boil_var_1,6,40-40
130,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take metal pot' when it is a fixed object.,Recognize fixed objects cannot be taken; interact with them in place or find movable alternatives.,VALID_NEXT_TRIAL,scienceworld_boil_var_1,2,10-10,scienceworld_boil_var_1,6,39-39
131,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take metal pot from cupboard' with incorrect syntax.,Use the simpler 'move <object> to inventory' command to acquire items from containers.,VALID_SAME_TRIAL,scienceworld_boil_var_1,2,26-26,scienceworld_boil_var_1,2,29-29
132,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",fill,ACQUIRE,Agent repeatedly attempts to fill a container with water using incorrect syntax.,"To fill a container from a water source, use 'dunk <container> in <water_source>'.",VALID_NEXT_TRIAL,scienceworld_boil_var_1,2,34-34,scienceworld_boil_var_1,6,40-40
133,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",pour,ACQUIRE,Agent attempts to pour from a fixed object (toilet) into an inventory item (cup).,"To transfer liquid from a fixed source to an inventory container, use 'dunk <container> in <source>'.",VALID_NEXT_TRIAL,scienceworld_boil_var_1,3,40-40,scienceworld_boil_var_1,6,40-40
134,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","sink, drain","activate, close",ACQUIRE,Agent attempts to fill a container from the sink without closing the drain first.,Close the drain after activating the sink to collect water for filling containers.,VALID_SAME_TRIAL,scienceworld_boil_var_1,4,6-6,scienceworld_boil_var_1,4,39-39
135,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",take,ACQUIRE,"Agent attempts to 'take water' directly, which is not possible for liquids.",Liquids cannot be taken directly; use a container to transfer them.,VALID_SAME_TRIAL,scienceworld_boil_var_1,5,40-40,scienceworld_boil_var_1,5,41-41
136,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",dunk,ACQUIRE,Agent attempts to dunk a fixed object (metal pot) into another fixed object (sink).,Only movable containers can be dunked into liquid sources.,VALID_NEXT_TRIAL,scienceworld_boil_var_1,5,43-43,scienceworld_boil_var_1,6,40-40
137,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",pour,ACQUIRE,Agent repeatedly attempts to pour water from an inventory cup into a fixed metal pot using incorrect syntax.,"To pour from an inventory container to a fixed container, use 'pour <inventory_container> into <fixed_container>'.",CANDIDATE,scienceworld_boil_var_1,6,42-42,scienceworld_boil_var_1,6,42-42
138,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, substance",empty,ACQUIRE,Agent attempts to empty a glass jar containing sodium chloride without a target.,"To empty a container, specify a target location or container, e.g., 'pour <container> into <target>'.",CANDIDATE,scienceworld_boil_var_1,7,34-34,scienceworld_boil_var_1,7,34-34
139,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent attempts to 'take glass cup from table' with incorrect phrasing.,Use the exact object name 'glass cup' without specifying location when taking from current room.,VALID_SAME_TRIAL,scienceworld_boil_var_2,1,5-5,scienceworld_boil_var_2,1,9-9
140,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",sink,activate,ACQUIRE,Agent attempts to activate a broken sink in the kitchen.,Check for alternative water sources if the primary source is broken.,VALID_SAME_TRIAL,scienceworld_boil_var_2,1,13-13,scienceworld_boil_var_2,1,29-29
141,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, container","take, fill, pour, move",ACQUIRE,Agent repeatedly tries incorrect actions to get water from toilet into cup.,"To get liquid from a container into an inventory cup, use 'dunk [cup] into [container]'.",VALID_NEXT_TRIAL,scienceworld_boil_var_2,1,33-47,scienceworld_boil_var_2,2,19-19
142,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent attempts to 'take cup containing nothing from table' with incorrect phrasing.,Use 'move [object] in [location] to inventory' to pick up objects.,VALID_SAME_TRIAL,scienceworld_boil_var_2,2,9-9,scienceworld_boil_var_2,2,13-13
143,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, container",move,ACQUIRE,Agent attempts to 'move substance in toilet to cup in inventory' which is invalid for liquids.,Liquids cannot be moved directly; use 'dunk [empty container] into [liquid source]'.,VALID_SAME_TRIAL,scienceworld_boil_var_2,2,3-3,scienceworld_boil_var_2,2,19-19
144,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, container",pour,ACQUIRE,Agent attempts to 'pour substance in toilet into cup' but the toilet is not movable.,"If a liquid source is not movable, use 'dunk [empty container] into [liquid source]'.",VALID_SAME_TRIAL,scienceworld_boil_var_2,2,17-17,scienceworld_boil_var_2,2,19-19
145,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","stove, oven, substance","activate, look",PROCEDURE,Agent repeatedly checks temperature and water state without waiting for heating to occur.,"After activating a heat source, activate the stopwatch to advance time for state changes.",VALID_NEXT_TRIAL,scienceworld_boil_var_2,2,23-27,scienceworld_boil_var_2,4,41-41
146,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take cup from table' with incorrect phrasing.,Use 'move [object] in [location] to inventory' to pick up objects.,VALID_SAME_TRIAL,scienceworld_boil_var_2,3,9-9,scienceworld_boil_var_2,3,13-13
147,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, container","move, pour",ACQUIRE,Agent repeatedly tries incorrect actions to get water from toilet into cup.,"To get liquid from a container into an inventory cup, use 'dunk [cup] into [container]'.",VALID_NEXT_TRIAL,scienceworld_boil_var_2,3,5-25,scienceworld_boil_var_2,4,29-29
148,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",substance,focus,ORIENT,"Agent attempts to 'focus on water' directly, which is not a valid action.","Focus on the container holding the substance, not the substance itself.",VALID_SAME_TRIAL,scienceworld_boil_var_2,4,3-3,scienceworld_boil_var_2,4,45-45
149,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","stove, oven",activate,PROCEDURE,Agent repeatedly activates stove/oven without advancing time for heating.,"After activating a heat source, activate the stopwatch to advance time for state changes.",VALID_SAME_TRIAL,scienceworld_boil_var_2,4,37-39,scienceworld_boil_var_2,4,41-41
150,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","thermometer, substance",look,VERIFY,Thermometer reading does not update even after water boils.,"Rely on observation of substance state (e.g., 'steam') rather than thermometer for boiling confirmation.",VALID_SAME_TRIAL,scienceworld_boil_var_2,4,43-43,scienceworld_boil_var_2,4,45-45
151,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",substance,focus,ANSWER,"Agent attempts to 'focus on steam' after water has boiled, resulting in negative score.",The task is completed once the water boils; no further 'focus' action is needed.,VALID_NEXT_TRIAL,scienceworld_boil_var_2,5,47-47,scienceworld_boil_var_2,4,45-45
152,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take glass cup from table' with incorrect phrasing.,Use 'move [object] in [location] to inventory' to pick up objects.,VALID_SAME_TRIAL,scienceworld_boil_var_2,5,7-19,scienceworld_boil_var_2,5,21-21
153,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",sink,dunk,ACQUIRE,"Agent attempts to dunk cup into activated sink, but sink does not contain liquid.",Activating the sink does not automatically fill it with water; use the toilet as a water source.,VALID_SAME_TRIAL,scienceworld_boil_var_2,5,27-27,scienceworld_boil_var_2,5,33-33
154,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take glass cup from table' with incorrect phrasing.,Use 'take [object]' without specifying location if the object is in the current room.,VALID_SAME_TRIAL,scienceworld_boil_var_2,6,3-19,scienceworld_boil_var_2,6,21-21
155,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,dunk,ACQUIRE,Agent attempts to 'dunk cup in inventory into toilet' without specifying the full object name.,Use the full object name 'glass cup containing nothing in inventory' for precise actions.,VALID_NEXT_TRIAL,scienceworld_boil_var_2,7,3-3,scienceworld_boil_var_2,4,29-29
156,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take glass cup from table' with incorrect phrasing.,Use 'move [object] in [location] to inventory' to pick up objects.,VALID_NEXT_TRIAL,scienceworld_boil_var_2,7,7-19,scienceworld_boil_var_2,5,21-21
157,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take cup containing nothing from table' with incorrect phrasing.,Use 'move [object] in [location] to inventory' to pick up objects.,VALID_NEXT_TRIAL,scienceworld_boil_var_2,7,21-33,scienceworld_boil_var_2,5,21-21
158,"Your task is to boil water. For compounds without a boiling point, combusting the substance is also acceptable. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent repeatedly attempts to 'take glass cup from table' with incorrect phrasing.,Use 'move [object] in [location] to inventory' to pick up objects.,VALID_NEXT_TRIAL,scienceworld_boil_var_2,7,35-47,scienceworld_boil_var_2,5,21-21
159,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent attempts to 'take glass cup from table' with incorrect phrasing.,Use the exact object name from the valid actions list for 'take' actions.,VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,1,22-23,scienceworld_change-the-state-of-matter-of_var_1,7,18-19
160,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, water",move,ACQUIRE,Agent attempts to 'take glass cup containing water from sink' with incorrect phrasing.,Use 'move [object] to inventory' to pick up objects from locations.,VALID_SAME_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,1,30-31,scienceworld_change-the-state-of-matter-of_var_1,1,36-37
161,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","freezer, water",freeze,PROCEDURE,Agent attempts to freeze water in freezer without explicit 'activate freezer' action.,Some appliances may not have an explicit 'activate' action; consider alternative methods or locations.,VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,1,44-45,scienceworld_change-the-state-of-matter-of_var_1,3,36-37
162,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","stove, water",activate,PROCEDURE,Agent attempts to activate a broken stove to heat water.,Check if heating/cooling appliances are functional before attempting to use them.,VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,1,48-49,scienceworld_change-the-state-of-matter-of_var_1,3,36-37
163,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,look,SEARCH,Agent repeatedly attempts 'look in ceramic cup' and 'look at ceramic cup' unsuccessfully.,"If an action repeatedly fails, re-examine the environment for alternative objects or methods.",VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,2,20-21,scienceworld_change-the-state-of-matter-of_var_1,4,20-21
164,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","water, container","fill, pour",ACQUIRE,Agent attempts to 'fill' or 'pour' water into a cup directly from the sink.,"To fill a container from a water source, move the empty container to the source, then activate the source.",VALID_SAME_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,2,34-35,scienceworld_change-the-state-of-matter-of_var_1,2,40-41
165,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","oven, water",heat,PROCEDURE,Agent repeatedly checks oven before water has sufficient time to change state.,Allow sufficient time for state changes to occur; use a stopwatch or perform other actions while waiting.,VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,3,42-43,scienceworld_change-the-state-of-matter-of_var_1,4,36-37
166,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,move,ACQUIRE,"Agent attempts to move a ceramic cup to the sink directly, without it being in inventory.",Ensure the object is in inventory before attempting to move it to another location.,VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,5,6-7,scienceworld_change-the-state-of-matter-of_var_1,7,18-19
167,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",stopwatch,activate,PROCEDURE,Agent repeatedly activates an already activated stopwatch.,Deactivate and reactivate the stopwatch to simulate longer waiting periods.,VALID_SAME_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,5,30-31,scienceworld_change-the-state-of-matter-of_var_1,5,38-39
168,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",substance,focus,ANSWER,Agent focuses on steam instead of submitting the answer.,"After changing the state of matter, submit the answer to complete the task.",VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_1,5,40-41,scienceworld_change-the-state-of-matter-of_var_1,4,48-49
169,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",sink,activate,ACQUIRE,Attempted to activate a broken sink in the kitchen.,Check all available water sources in both kitchen and bathroom.,VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_2,1,2-2,scienceworld_change-the-state-of-matter-of_var_2,7,34-34
170,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, container","take, put, dunk",ACQUIRE,Incorrectly tried to 'take water from toilet' or 'put water in glass cup'.,Use 'dunk [container] in [source]' to fill a container with liquid.,VALID_SAME_TRIAL,scienceworld_change-the-state-of-matter-of_var_2,1,36-42,scienceworld_change-the-state-of-matter-of_var_2,1,44-44
171,"Your task is to change the state of matter of water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","container, stove",move,PROCEDURE,Failed to correctly respond to ambiguous request for moving container to stove.,"When prompted with numbered options, type the number of the intended action.",VALID_NEXT_TRIAL,scienceworld_change-the-state-of-matter-of_var_2,1,48-48,scienceworld_change-the-state-of-matter-of_var_2,7,46-46
