task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
clean some pan and put it in fridge.,pan,pick,SEARCH,"Pan not found after checking initial locations (cabinets, drawers, countertops, microwave).",Expand search strategy to include less obvious locations like stoveburners to find the object.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,22-31,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,32-38
clean some pan and put it in fridge.,"pan, sinkbasin",clean,TRANSFORM,Failed to clean pan 1 because the agent was not at the sinkbasin 1.,Go to the target location (sinkbasin) before attempting to use it to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,41-41,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,43-44
clean some pan and put it in fridge.,"pan, fridge",place,PLACE,Failed to place pan 1 in fridge 1 using the 'put' command.,Use 'move [object] to [container]' command instead of 'put' for placing objects into containers.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,48-48,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,49-49
clean some plate and put it in shelf.,"plate, shelf","clean, pick, place",PLACE,Using 'put' verb to place plate 1 in shelf 1 failed.,Use 'move' verb instead of 'put' to place plate 1 in shelf 1.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Plate-None-Shelf-7/trial_T20190908_230022_030239,1,11-11,pick_clean_then_place_in_recep-Plate-None-Shelf-7/trial_T20190908_230022_030239,1,12-12
clean some potato and put it in garbagecan.,cabinet 2,"go to, open",SEARCH,"Agent repeatedly failed to interact with cabinet 2, receiving 'Nothing happens' observations.",Recognize when an object is non-interactable and skip it to continue the search.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190908_074136_618715,1,14-19,pick_clean_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190908_074136_618715,1,20-20
clean some potato and put it in garbagecan.,potato,pick,SEARCH,Agent failed to locate the potato after searching multiple common locations.,"Prioritize searching countertop 2 for the potato, as it is a common location for produce.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190908_074136_618715,1,1-49,pick_clean_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190908_074136_618715,2,5-5
put a clean soapbar in cabinet.,cabinet,put,PLACE,Failed to put item in cabinet 1 because it was closed.,Open the target container before attempting to place an item inside.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,8-8,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,12-13
put a clean soapbar in cabinet.,cabinet,open,PLACE,Failed to open cabinet 1 because agent was not at its location.,Navigate to the object's location before attempting to interact with it.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,10-10,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,12-12
put a clean soapbar in cabinet.,"soapbar, cabinet","put, move",PLACE,Failed to put soapbar in cabinet 1; 'put' verb ineffective.,Use the 'move' verb instead of 'put' to place objects into containers.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,15-15,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,16-16
put a clean soapbar in cabinet.,soapbar,"clean, drop, put","TRANSFORM, RECOVER, PLACE","Soapbar 3 is un-cleanable, un-droppable, and un-placeable, causing a deadlock.","Avoid `soapbar 3` as it is un-cleanable and cannot be dropped or placed, leading to task deadlock.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,1,6-15,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,4,7-7
put a clean soapbar in cabinet.,soapbar,"clean, drop, put","TRANSFORM, RECOVER, PLACE","Soapbar 1 is un-cleanable, un-droppable, and un-placeable, causing a deadlock.","Avoid `soapbar 1` as it is un-cleanable and cannot be dropped or placed, leading to task deadlock.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,2,11-15,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,4,10-10
put a clean soapbar in cabinet.,soapbar,"clean, drop, put","TRANSFORM, RECOVER, PLACE","Soapbar 4 is un-cleanable, un-droppable, and un-placeable, causing a deadlock.","Avoid `soapbar 4` as it is un-cleanable and cannot be dropped or placed, leading to task deadlock.",CANDIDATE,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,7,40-45,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,7,46-48
clean some soapbar and put it in garbagecan.,soapbar,"go to, search",SEARCH,"Soapbar not found after searching multiple common locations (shelves, basins).",Expand search to less obvious locations like the toilet to find the soapbar.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,1,1-10,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,11-11
clean some soapbar and put it in garbagecan.,garbagecan,open,SEARCH,"Attempted to open garbagecan 1, but the action had no effect.",Use the 'move' command to place objects into containers that cannot be opened.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,2,1-2,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some soapbar and put it in garbagecan.,tissuebox,open,SEARCH,"Attempted to open tissuebox 1, but the action had no effect.","Recognize that some containers like tissuebox 1 may not be openable, requiring alternative search strategies.",CANDIDATE,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,2,4-6,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,3,11-11
clean some soapbar and put it in garbagecan.,"soapbar, toilet",take,ACQUIRE,Failed to take soapbar 1 from toilet 1 despite it being visible.,"Re-attempt 'take' action for visible objects, as initial failures might be transient or due to minor command variations.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,3,20-25,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,12-12
clean some soapbar and put it in garbagecan.,"soapbar, sinkbasin",clean,TRANSFORM,Attempted to clean soapbar 1 with sinkbasin 1 without being at the sinkbasin location.,"Ensure agent is at the correct location before attempting to use an object with a receptacle (e.g., cleaning).",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,14-14,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,16-17
clean some soapbar and put it in garbagecan.,"soapbar, garbagecan",put in,PLACE,Attempted to put soapbar 1 in garbagecan 1 without being at the garbagecan location.,Ensure agent is at the target receptacle before attempting to place an object into it.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,19-19,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,21-21
clean some soapbar and put it in garbagecan.,"soapbar, garbagecan","put in, move",PLACE,"The 'put in' command failed to place soapbar 1 into garbagecan 1, even when at the location.","If 'put in' fails for a receptacle, try using the 'move [object] to [receptacle]' command as an alternative.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,22-22,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some soapbar and put it in garbagecan.,garbagecan,look inside,SEARCH,"Using 'look inside' on garbagecan 1 had no effect, suggesting it's not an inspectable container.","If 'look inside' fails for a container, consider it non-inspectable and try alternative interaction methods or search strategies.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,3,18-18,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some soapbar and put it in garbagecan.,"soapbar, garbagecan","drop, move",PLACE,The 'drop' command failed to place soapbar 1 into garbagecan 1.,"If 'drop' fails for a receptacle, try using the 'move [object] to [receptacle]' command as an alternative.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,25-25,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some spatula and put it in diningtable.,"spatula, diningtable","put, move",PLACE,"Attempted to 'put' an object on a surface, but it failed repeatedly.",Use 'move [object] to [receptacle]' to place an object on a surface.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Spatula-None-DiningTable-24/trial_T20190909_021050_633083,1,9-12,pick_clean_then_place_in_recep-Spatula-None-DiningTable-24/trial_T20190909_021050_633083,1,13-13
put a cool apple in garbagecan.,fridge,cool,RECOVER,Attempted to interact with a closed fridge.,Open the fridge before attempting to interact with its contents.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,1,2-2,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,1,3-3
put a cool apple in garbagecan.,apple,pick,SEARCH,Failed to locate the target object 'apple' after searching many common locations.,"Systematically search all possible locations, including less obvious ones like the microwave, to find the target object.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,1,4-49,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,4,20-20
put a cool apple in garbagecan.,cabinet,pick,SEARCH,"Repeated 'go to' action to a location with no effect, indicating a navigation issue.","Verify current location before attempting to 'go to' an already visited location, or re-issue the command if it fails.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,2,20-21,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,3,2-2
put a cool apple in garbagecan.,"apple, fridge",cool,TRANSFORM,Used 'put' instead of 'cool' to cool an apple in the fridge.,Use the specific 'cool' command with the cooling appliance to cool an object.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,4,24-24,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,4,25-25
put a cool apple in garbagecan.,"apple, garbagecan",place,PLACE,Used 'put' instead of 'move' to place an apple into the garbagecan.,Use the 'move' command to place an object into the garbagecan.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,4,28-28,pick_cool_then_place_in_recep-Apple-None-GarbageCan-5/trial_T20190908_111836_482484,4,29-29
cool some bowl and put it in cabinet.,cabinet,open,SEARCH,"Attempted to interact with a closed cabinet, preventing access to contents.",Always open a closed cabinet before attempting to search or interact with its contents.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bowl-None-Cabinet-19/trial_T20190908_022130_590876,1,5-12,pick_cool_then_place_in_recep-Bowl-None-Cabinet-19/trial_T20190908_022130_590876,1,6-13
cool some bowl and put it in cabinet.,fridge,"open, cool",TRANSFORM,Attempted to cool an item using a closed fridge.,Open the fridge before attempting to cool items inside it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bowl-None-Cabinet-19/trial_T20190908_022130_590876,1,17-17,pick_cool_then_place_in_recep-Bowl-None-Cabinet-19/trial_T20190908_022130_590876,1,18-18
put a cool bowl in microwave.,fridge,"open, cool",TRANSFORM,"Failed to interact with the fridge because it was closed, preventing cooling.",Always ensure the appliance is open by using the 'open' action before attempting to interact with it.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Bowl-None-Microwave-7/trial_T20190908_231310_981246,1,6-8,pick_cool_then_place_in_recep-Bowl-None-Microwave-7/trial_T20190908_231310_981246,2,22-23
put a cool bowl in microwave.,"bowl, fridge","put, cool",TRANSFORM,Used 'put [object] in [appliance]' instead of the direct 'cool with' action for cooling.,"To cool an object, use the 'cool [object] with [appliance]' action directly, not 'put in'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bowl-None-Microwave-7/trial_T20190908_231310_981246,2,24-24,pick_cool_then_place_in_recep-Bowl-None-Microwave-7/trial_T20190908_231310_981246,2,26-26
put a cool bowl in microwave.,"bowl, microwave","put, move",PLACE,Used 'put [object] in [receptacle]' instead of 'move [object] to [receptacle]' to place an item.,"To place an object into a receptacle, use the 'move [object] to [receptacle]' action.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bowl-None-Microwave-7/trial_T20190908_231310_981246,2,29-29,pick_cool_then_place_in_recep-Bowl-None-Microwave-7/trial_T20190908_231310_981246,2,31-31
cool some bread and put it in countertop.,"Bread, CounterTop","pick, cool, place",SEARCH,"Bread not found in initial search locations (cabinet 1, cabinet 2).",Prioritize searching common locations like countertops for bread.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,1,3-4,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,2,2-2
cool some bread and put it in countertop.,"Bread, CounterTop","pick, cool, place",SEARCH,Repeatedly attempted to go to an invalid location 'cabinet 3'.,Verify location validity before attempting to navigate.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,1,5-6,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,2,1-1
cool some bread and put it in countertop.,"Bread, CounterTop","pick, cool, place",TRANSFORM,Attempted to cool bread with a closed fridge.,Open the fridge before attempting to cool items inside.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,2,5-5,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,2,6-6
cool some bread and put it in countertop.,"Bread, CounterTop","pick, cool, place",PLACE,Used 'put in' and 'put on' commands which had no effect when placing bread on countertop.,Use 'move X to Y' command to successfully place items on a countertop.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,2,12-13,pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489,2,14-14
put a cool bread in diningtable.,"bread, countertop",take,ACQUIRE,Attempted to take object from a different location.,Go to the correct location (countertop 2) before attempting to take an object.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190908_195722_260654,1,3-3,pick_cool_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190908_195722_260654,1,5-6
put a cool bread in diningtable.,"bread, fridge",cool,TRANSFORM,Attempted to cool with a closed container.,Open the container (fridge 1) before attempting to cool an object inside.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190908_195722_260654,1,8-8,pick_cool_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190908_195722_260654,1,9-11
put a cool bread in diningtable.,"bread, diningtable",put,PLACE,Incorrect verb used for placing object on a surface.,Use 'move' instead of 'put' to place objects on surfaces.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190908_195722_260654,1,14-14,pick_cool_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190908_195722_260654,1,15-15
put a cool bread in microwave.,fridge,open,TRANSFORM,Repeatedly failed to open fridge.,Go to the fridge before attempting to open it.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Bread-None-Microwave-15/trial_T20190907_132900_527945,1,7-8,pick_cool_then_place_in_recep-Bread-None-Microwave-15/trial_T20190907_132900_527945,2,8-9
put a cool bread in microwave.,"bread, fridge",put,TRANSFORM,Used 'put' instead of 'cool' to transform bread in fridge.,Use the 'cool' verb to cool an object with an appliance.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-Microwave-15/trial_T20190907_132900_527945,2,10-10,pick_cool_then_place_in_recep-Bread-None-Microwave-15/trial_T20190907_132900_527945,2,11-11
put a cool bread in microwave.,"bread, microwave",put,PLACE,Used 'put' instead of 'move' to place bread in microwave.,Use the 'move' verb to place an object into a receptacle.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Bread-None-Microwave-15/trial_T20190907_132900_527945,2,15-15,pick_cool_then_place_in_recep-Bread-None-Microwave-15/trial_T20190907_132900_527945,2,16-16
put a cool lettuce in countertop.,"lettuce, fridge","cool, put",TRANSFORM,"Failed to cool an item using the fridge, attempting incorrect 'put' actions.",Use the direct 'cool <item> with <appliance>' command; it handles appliance state and does not require placing the item inside first.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-24/trial_T20190908_015250_257517,1,11-19,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-24/trial_T20190908_015250_257517,1,22-22
put a cool lettuce in countertop.,"lettuce, countertop","put, move",PLACE,Failed to place an item on a receptacle because the agent was not at the target location.,Ensure agent is at the target receptacle location before attempting to place an item; use 'move <item> to <receptacle>'.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-24/trial_T20190908_015250_257517,1,24-25,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-24/trial_T20190908_015250_257517,1,28-28
cool some lettuce and put it in diningtable.,"lettuce, fridge","pick, cool, place",TRANSFORM,Attempted to use a closed fridge.,Open the container before attempting to use it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21,1,9-9,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21,1,11-13
cool some lettuce and put it in diningtable.,"lettuce, diningtable","pick, cool, place",PLACE,Failed to place object because agent was not at the target location diningtable.,Navigate to the target location before attempting to place an object there.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21,1,15-15,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21,1,17-18
put a cool mug in shelf.,cabinet,go,SEARCH,Attempted to 'go to' an already arrived location or malformed action.,Avoid repeating 'go to' action if already at location; proceed with next logical step.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20,2,17-17,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,19-19
put a cool mug in shelf.,"mug, fridge",cool,TRANSFORM,Failed to cool mug with fridge because fridge was closed.,Open the fridge before attempting to cool an item inside it.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20,1,32-32,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,38-38
put a cool mug in shelf.,fridge,open,TRANSFORM,Failed to open fridge 1.,Successfully open the fridge to access its contents.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20,1,33-34,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,38-38
put a cool mug in shelf.,"cabinet, drawer",open,SEARCH,"Failed to open a container, indicating it may not be a valid container.","If 'open' action fails on a container, infer it's not a container or is empty and move on.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,18-18,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,19-19
put a cool mug in shelf.,"mug, fridge",put,TRANSFORM,"Used 'put' action to cool mug in fridge, which was ineffective.","Use the specific 'cool' verb with the appliance for cooling, not 'put'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,39-39,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,41-41
put a cool mug in shelf.,"mug, shelf",put,PLACE,"Used 'put' action to place mug on shelf, which was ineffective.","Use the 'move' verb to place an item on a shelf, not 'put'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,44-44,pick_cool_then_place_in_recep-Mug-None-Shelf-20,3,45-45
cool some pan and put it in diningtable.,pan,pick,SEARCH,Agent failed to find an object explicitly named 'pan' after extensive searching.,"Accept 'pot' as an acceptable substitute for 'pan' when 'pan' is not explicitly found, and pick it up.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,1,2-49,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,2,1-3
cool some pan and put it in diningtable.,"pot, fridge",put,TRANSFORM,"Attempted to 'put' an object into the fridge to cool it, which failed.","Use the 'cool' action directly with the object and fridge to cool it, instead of 'put'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,2,7-7,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,2,8-8
cool some pan and put it in diningtable.,"pot, diningtable",put,PLACE,"Attempted to 'put' an object on the dining table, which failed.",Use the 'move' action to place an object on a surface like a dining table.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,2,11-11,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,2,12-13
cool some pan and put it in diningtable.,stoveburner,go to,SEARCH,Repeatedly attempted to 'go to' an unreachable or invalid location 'stoveburner 2' or 'stoveburner 4'.,"If 'go to' an object fails with 'Nothing happens', recognize it as unreachable/invalid and proceed to search other locations.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,4,3-4,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,7,28-28
cool some pan and put it in diningtable.,"pan, pot",pick,SEARCH,"Agent regressed, failing to accept 'pot' as a substitute for 'pan' despite previous successful substitution.",Re-affirm that 'pot' is an acceptable substitute for 'pan' when 'pan' is not explicitly found.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,5,41-41,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,6,4-4
cool some pan and put it in diningtable.,"pot, fridge","cool, take",RECOVER,Incorrectly assumed 'cool' action removes the object from inventory and places it inside the fridge.,Understand that the 'cool' action does not remove the object from inventory; it remains held by the agent.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,6,12-12,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,7,12-12
cool some pan and put it in diningtable.,pot,"put, take",RECOVER,"Agent entered a contradictory loop, believing the object vanished after a failed 'put' action and incorrect inventory assumptions.",No specific learning found.,CANDIDATE,pick_cool_then_place_in_recep-Pan-None-DiningTable-11,7,16-22,N/A,-1,-1--1
,,,,,,,,,,,,
cool some plate and put it in cabinet.,"plate, cabinet",pick,SEARCH,Plate not found in initial cabinet searches.,Systematically search multiple cabinets until the plate is located.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,2-17,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,18-18
cool some plate and put it in cabinet.,"plate, fridge",cool,TRANSFORM,Attempted to cool plate with a closed fridge.,Ensure the fridge is open before attempting to cool an item with it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,20-20,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,24-24
cool some plate and put it in cabinet.,fridge,open,TRANSFORM,Failed to open fridge while not at its location.,Navigate to the fridge before attempting to open it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,21-21,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,22-23
cool some plate and put it in cabinet.,"plate, cabinet",place,PLACE,Attempted to place plate in cabinet while not at its location.,Go to the target receptacle's location before attempting to place an item.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,25-25,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173250_466409,1,26-27
cool some plate and put it in cabinet.,"plate, cabinet","pick, cool, place",SEARCH,Agent repeatedly used 'look around' command which had no effect on finding objects.,"To find objects, go to specific locations and observe contents, or open containers to check inside.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,1,3-4,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,2-3
cool some plate and put it in cabinet.,"plate, cabinet","pick, cool, place",SEARCH,"Agent arrived at a closed cabinet, blocking the ability to search for items inside.",Open closed containers before attempting to search or interact with their contents.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,2-2,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,3-3
cool some plate and put it in cabinet.,"plate, cabinet","pick, cool, place",SEARCH,"Agent attempted to open a cabinet from a different location, resulting in no action.",Go to the specific location of a container before attempting to open or interact with it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,28-28,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,30-31
cool some pot and put it in diningtable.,fridge,"cool, open",TRANSFORM,Attempted to cool an item using a closed fridge.,Always open the fridge before attempting to cool items with it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pot-None-DiningTable-24,1,6-6,pick_cool_then_place_in_recep-Pot-None-DiningTable-24,1,7-7
cool some tomato and put it in diningtable.,fridge,"go, open",RECOVER,Attempted to interact with a closed fridge.,Open the fridge before attempting to access its contents.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_220012_692282,1,2-2,pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_220012_692282,1,3-3
cool some tomato and put it in diningtable.,tomato,go,SEARCH,Tomato not found in initial expected locations like fridge or countertops.,Systematically search common food locations like dining table when object is not in initial expected place.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_220012_692282,1,4-9,pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_220012_692282,1,10-10
put a cool tomato in garbagecan.,"tomato, fridge",cool,TRANSFORM,"Attempted to cool an item with an open fridge, resulting in no effect.",Close the fridge before attempting to cool an item with it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-15/trial_T20190907_082803_736076,1,8-14,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-15/trial_T20190907_082803_736076,1,16-17
put a cool tomato in garbagecan.,"tomato, fridge","put, move",TRANSFORM,"Used 'put' to place an item in the fridge, but it had no effect.",Use 'move' action to place an item inside a container like a fridge.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-15/trial_T20190907_082803_736076,1,10-10,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-15/trial_T20190907_082803_736076,1,11-11
cool some tomato and put it in garbagecan.,cabinet,go,SEARCH,Attempting to 'go to' a location (cabinet 2) repeatedly resulted in 'Nothing happens'.,"Proceed with interaction actions like 'open' even if 'go to' reports 'Nothing happens', as the agent might already be at the target location.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,1,5-6,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,7,9-9
cool some tomato and put it in garbagecan.,"container, surface",look,SEARCH,Using the 'look in' command on various containers and surfaces consistently resulted in 'Nothing happens'.,Switch to alternative observation commands like 'look around' or rely on automatic observations upon arrival at a location.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,2,5-23,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,7,44-47
cool some tomato and put it in garbagecan.,"cabinet, drawer",open,SEARCH,An 'open' action was reported as successful but immediately followed by a contradictory 'Nothing happens' observation.,N/A,CANDIDATE,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,5,33-47,,,
