task_type,task_id,split,task_desc,already_in_memory
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Ladle-None-DiningTable-4/trial_T20190909_164840_568811,valid_seen,"get ladle, wash it, return it to wooden table",False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-16/trial_T20190909_051630_092360,valid_seen,"Retrieve green vegetable from table, wash it in the sink, put it on the right side counter",False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Lettuce-None-Fridge-19/trial_T20190908_100138_446072,valid_seen,place clean lettuce inside of the kitchen fridge,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-26/trial_T20190907_233056_022802,valid_seen,Put a clean mug under the coffee maker.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Plate-None-CounterTop-19/trial_T20190908_212725_836398,valid_seen,Put a clean plate on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Plate-None-Fridge-5/trial_T20190909_112854_740612,valid_seen,Place a rinsed plate in the fridge.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-402/trial_T20190908_055221_984342,valid_seen,Put a clean bar of soap under the sink. ,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Drawer-423/trial_T20190906_202340_749336,valid_seen,Put away clean soap.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Toilet-410/trial_T20190906_201106_979461,valid_seen,place clean soap on top of the toilet,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Toilet-428/trial_T20190907_041436_588106,valid_seen,Place the wet soap on top of the toilet next to the other soaps.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,valid_seen,Place a spatula on the table.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Tomato-None-CounterTop-25/trial_T20190909_012550_586494,valid_seen,wash a tomato and put it on the counter,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Apple-None-CounterTop-14/trial_T20190909_044933_815840,valid_seen,put a chilled apple on a kitchen counter,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Apple-None-GarbageCan-2/trial_T20190906_195943_081289,valid_seen,Place a cool apple in the white bin.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Apple-None-Microwave-19/trial_T20190906_210937_878489,valid_seen,"Take the apple from the table, put it in the refrigerator, take it out, heat the apple in the microwave",False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Apple-None-Microwave-5/trial_T20190908_150807_823817,valid_seen,Put a chilled apple in the microwave. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Bowl-None-Cabinet-20/trial_T20190909_112912_154874,valid_seen,put chilled bowl in cabinet,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_045605_307949,valid_seen,Chill the bread from the counter in the fridge and put it to the left of the stove.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192817_654400,valid_seen,"Take the cup out of the microwave, put it in the fridge, back in the microwave.",False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Cup-None-SideTable-21/trial_T20190906_192823_237997,valid_seen,Place a chilled cup on the table.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Egg-None-Microwave-24/trial_T20190908_234112_645480,valid_seen,Put a cold egg in the microwave.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-1/trial_T20190908_042713_075616,valid_seen,Place a chilled head of lettuce on a counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-11/trial_T20190908_222555_651605,valid_seen,Place a chilled head of lettuce on a counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-16/trial_T20190908_184242_348366,valid_seen,Place a cooled mug on a coffee machine.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pan-None-DiningTable-7/trial_T20190908_232648_241836,valid_seen,Put a chilled pan on a kitchen table,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,valid_seen,Place a chilled frying pan on the stove.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pan-None-StoveBurner-23/trial_T20190906_215856_374127,valid_seen,Put a chilled pan on the stove. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,valid_seen,"Put the plate from the table inside the refrigerator, and then store it in the cabinet under the sink.",False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Plate-None-Cabinet-7/trial_T20190907_231206_512424,valid_seen,Put a chilled plate in a cabinet.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190906_205324_559361,valid_seen,cool off a white plate,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pot-None-DiningTable-21/trial_T20190909_004531_429065,valid_seen,Put a cold pot on a table.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-CounterTop-12/trial_T20190909_063754_216554,valid_seen,Put a chilled tomato on the counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-CounterTop-12/trial_T20190909_063844_274181,valid_seen,Put a cool tomato on the counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-6/trial_T20190909_082934_483899,valid_seen,Put a frozen tomato in to garbage bin. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-Microwave-13/trial_T20190910_173916_331859,valid_seen,Put a chilled tomato in the microwave,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-Microwave-18/trial_T20190909_012524_159092,valid_seen,Put a cold tomato in the microwave.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-WineBottle-None-DiningTable-17/trial_T20190908_024426_412044,valid_seen,Set a chilled bottle of wine on the table.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-DiningTable-26/trial_T20190907_060234_011675,valid_seen,Put a heated apple on the table. ,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Cup-None-Cabinet-22/trial_T20190907_173251_960848,valid_seen,Heat a glass and place it in the cabinet.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Egg-None-CounterTop-2/trial_T20190908_122951_021026,valid_seen,Place a heated egg on the kitchen island.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Egg-None-Fridge-14/trial_T20190909_091314_636733,valid_seen,cook an egg then put it back inside the fridge,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-Cabinet-26/trial_T20190909_062333_424779,valid_seen,place microwaved black mug in upper cabinet in between microwave and sink,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-Cabinet-3/trial_T20190909_014639_335717,valid_seen,"Move mug from coffee maker to microwave and heat, move to cabinet.",False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-1/trial_T20190907_222640_487432,valid_seen,Put a heated mug on the coffee machine. ,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-SideTable-21/trial_T20190909_090729_088825,valid_seen,Put a heated mug down on a table.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Plate-None-Cabinet-1/trial_T20190908_070946_578973,valid_seen,Put a heated white plate in a cabinet.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Plate-None-DiningTable-28/trial_T20190908_001247_096796,valid_seen,Warm a plate and place it on the table.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Potato-None-Fridge-11/trial_T20190909_011341_436523,valid_seen,Heat and chill a potato.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Potato-None-Fridge-12/trial_T20190908_014451_271080,valid_seen,"cook the potato with microwave, put the potato in the refrigerator",False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-DiningTable-16/trial_T20190907_201243_698086,valid_seen,Heat a tomato and place it on a table.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-Fridge-15/trial_T20190909_020200_054379,valid_seen,place a microwaved tomato inside of the fridge,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-Fridge-23/trial_T20190909_082320_103350,valid_seen,Place a tomato back in the refrigerator when done heating in the microwave.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-Fridge-24/trial_T20190908_033721_967359,valid_seen,Put a cooked tomato into the refrigerator.,False
pick_two_obj_and_place,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165826_194855,valid_seen,Move two alarm clocks from the desk to the night stand. ,False
pick_two_obj_and_place,pick_two_obj_and_place-Book-None-Desk-302/trial_T20190906_181233_363875,valid_seen,Put two books on a desk.,False
pick_two_obj_and_place,pick_two_obj_and_place-Book-None-Desk-313/trial_T20190908_125930_920681,valid_seen,Move two books from the bed to the desk.,False
pick_two_obj_and_place,pick_two_obj_and_place-Box-None-CoffeeTable-213/trial_T20190906_200927_069627,valid_seen,Put two cardboard boxes on the coffee table.,False
pick_two_obj_and_place,pick_two_obj_and_place-CD-None-Drawer-304/trial_T20190907_230232_832893,valid_seen,Move two CDs to the bottom drawer of the desk.,False
pick_two_obj_and_place,pick_two_obj_and_place-CreditCard-None-Dresser-311/trial_T20190907_201917_045715,valid_seen,Put two credit cards on a cabinet.,False
pick_two_obj_and_place,pick_two_obj_and_place-CreditCard-None-Safe-323/trial_T20190907_001129_214240,valid_seen,To put two cards in a safe.,False
pick_two_obj_and_place,pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737,valid_seen,Put the vases on the wooden shelf,False
pick_two_obj_and_place,pick_two_obj_and_place-Knife-None-Drawer-18/trial_T20190907_065232_689984,valid_seen,place two knifes in the kitchen drawer,False
pick_two_obj_and_place,pick_two_obj_and_place-Newspaper-None-Drawer-224/trial_T20190911_101248_326533,valid_seen,Place the two newsletters in a tv drawer.,False
pick_two_obj_and_place,pick_two_obj_and_place-Pan-None-CounterTop-14/trial_T20190907_012519_974044,valid_seen,Place two pans on a counter.,False
pick_two_obj_and_place,pick_two_obj_and_place-RemoteControl-None-Ottoman-203/trial_T20190906_182952_858723,valid_seen,Put two remotes on an ottoman.,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,valid_seen,To move two bars of soap to the black bin. ,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055649_717880,valid_seen,Put two bars of soap into the trash can.,False
pick_two_obj_and_place,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,valid_seen,Put two spatulas away in a drawer.,False
pick_two_obj_and_place,pick_two_obj_and_place-SprayBottle-None-Cabinet-407/trial_T20190907_144556_144188,valid_seen,Move the spray bottles to the cabinet under the sink. ,False
pick_two_obj_and_place,pick_two_obj_and_place-SprayBottle-None-GarbageCan-419/trial_T20190908_164236_518264,valid_seen,Move two spray bottles into a small grey bin.,False
pick_two_obj_and_place,pick_two_obj_and_place-SprayBottle-None-Toilet-402/trial_T20190910_222914_814642,valid_seen,Put the green spray bottles on the toilet,False
pick_two_obj_and_place,pick_two_obj_and_place-SprayBottle-None-Toilet-429/trial_T20190907_033843_707544,valid_seen,Place spray bottles on the back of a toilet,False
pick_two_obj_and_place,pick_two_obj_and_place-TissueBox-None-Toilet-426/trial_T20190909_044602_338962,valid_seen,Move two tissue boxes from the green cabinet counter top to the toilet,False
pick_two_obj_and_place,pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099,valid_seen,To take the toilet paper on top of the toilet and place it in a drawer. ,False
pick_two_obj_and_place,pick_two_obj_and_place-ToiletPaper-None-Toilet-408/trial_T20190909_080302_174780,valid_seen,Put two rolls of toilet paper on the back of a toilet.,False
pick_two_obj_and_place,pick_two_obj_and_place-Vase-None-Desk-204/trial_T20190906_181531_703961,valid_seen,Put the yellow and blue jars on the black desk.,False
pick_two_obj_and_place,pick_two_obj_and_place-Watch-None-Dresser-205/trial_T20190907_182211_592010,valid_seen,Put two watches on the tv stand.,False
look_at_obj_in_light,look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222917_366542,valid_unseen,Hold the clock and turn on the lamp.,False
look_at_obj_in_light,look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222933_607649,valid_unseen,Examine the alarm clock by the light,False
look_at_obj_in_light,look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222951_616606,valid_unseen,Turn on a lamp with a metal box. ,False
look_at_obj_in_light,look_at_obj_in_light-Book-None-DeskLamp-308/trial_T20190908_020029_636862,valid_unseen,Look at a book by the light of a lamp.,False
look_at_obj_in_light,look_at_obj_in_light-Book-None-DeskLamp-308/trial_T20190908_020048_814402,valid_unseen,Picking up a book and turning on a light to read it by,False
look_at_obj_in_light,look_at_obj_in_light-Book-None-DeskLamp-308/trial_T20190908_144951_587345,valid_unseen,Turn on the table lamp to read the book.,False
look_at_obj_in_light,look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133919_856963,valid_unseen,turn on a lamp while holding a bowl,False
look_at_obj_in_light,look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133935_066606,valid_unseen,Examine a bowl by the light of a desk lamp.,False
look_at_obj_in_light,look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133953_562557,valid_unseen,Examine the bowl by the light on the desk. ,False
look_at_obj_in_light,look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_141942_810052,valid_unseen,examine a CD with a lamp,False
look_at_obj_in_light,look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_141958_463362,valid_unseen,Turn on the desk lamp.,False
look_at_obj_in_light,look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_142046_281296,valid_unseen,Look at a CD under a lamp's light.,False
look_at_obj_in_light,look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_161733_213242,valid_unseen,Look at a mug in lamp light.,False
look_at_obj_in_light,look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_201421_021646,valid_unseen,Turn on the desk lamp.,False
look_at_obj_in_light,look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_201444_037645,valid_unseen,Examine a mug using the light of a desk lamp. ,False
look_at_obj_in_light,look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220545_153480,valid_unseen,Examine a pencil under a lamp.,False
look_at_obj_in_light,look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220604_010430,valid_unseen,look at the pencil under the lamp,False
look_at_obj_in_light,look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220656_510400,valid_unseen,Pick a pencil up and turn the lamp on.,False
pick_and_place_simple,pick_and_place_simple-Mug-None-Desk-308/trial_T20190908_125200_737896,valid_unseen,Move a mug from the shelves to the desk.,True
pick_and_place_simple,pick_and_place_simple-Mug-None-Desk-308/trial_T20190909_203041_433487,valid_unseen,take the mug from the desk shelf to put it on the desk.,False
pick_and_place_simple,pick_and_place_simple-Mug-None-Desk-308/trial_T20190909_210238_431966,valid_unseen,take a coffee mug from a book shelf and place it on a desk,False
pick_and_place_simple,pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_121952_610012,valid_unseen,"Take the pencil from the desk, put it back on the desk",True
pick_and_place_simple,pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_122024_052056,valid_unseen,Move a pencil on the desk over. ,False
pick_and_place_simple,pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_122154_042763,valid_unseen,Move the pencil to a different area of the desk.,False
pick_and_place_simple,pick_and_place_simple-PepperShaker-None-Drawer-10/trial_T20190906_184021_215264,valid_unseen,Put a salt shaker in a drawer.,True
pick_and_place_simple,pick_and_place_simple-PepperShaker-None-Drawer-10/trial_T20190918_154326_823501,valid_unseen,"take the salt by the coffee machine, put it in the second drawer",False
pick_and_place_simple,pick_and_place_simple-PepperShaker-None-Drawer-10/trial_T20190918_154424_844749,valid_unseen,Place a salt shaker in a drawer.,False
pick_and_place_simple,pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191429_743650,valid_unseen,Place the salt shaker in the cabinet beside the fridge.,True
pick_and_place_simple,pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191445_723170,valid_unseen,To acquire an odd item as place it where it is not useful.,False
pick_and_place_simple,pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191501_563086,valid_unseen,Place the salt shaker in the cabinet.,False
pick_and_place_simple,pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021613_077537,valid_unseen,Put a salt shaker in a drawer next to the oven.,True
pick_and_place_simple,pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021650_880235,valid_unseen,place a salt shaker in one of the pullout drawers,False
pick_and_place_simple,pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021728_339782,valid_unseen,move salt shaker from counter to drawer,False
pick_and_place_simple,pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004321_405868,valid_unseen,Move a bottle of hand soap from the sink to the toilet.,True
pick_and_place_simple,pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004351_281384,valid_unseen,Place the green bottle on the toilet baisin.,False
pick_and_place_simple,pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004404_604165,valid_unseen,place a soap dispenser on top of the toilet,False
pick_and_place_simple,pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205204_244321,valid_unseen,Put a vase in a safe.,True
pick_and_place_simple,pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205221_748352,valid_unseen,Put a vase in a safe.,False
pick_and_place_simple,pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205246_776817,valid_unseen,Put the gold vase into the white safe,False
pick_and_place_simple,pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074524_006355,valid_unseen,Move a watch to the inside of a small safe.,True
pick_and_place_simple,pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074556_124850,valid_unseen,Move the watch from the cabinet to the safe,False
pick_and_place_simple,pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074643_810052,valid_unseen,Place a watch inside a safe.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061130_844814,valid_unseen,Put a washed bowl away in a kitchen cabinet.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061158_110530,valid_unseen,Put a filled bowl of water in the cabinet left of the microwave.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061232_368489,valid_unseen,Place a washed bowl in a cabinet.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Cloth-None-Cabinet-424/trial_T20190908_022321_380927,valid_unseen,Put a cleaned blue cloth in a cabinet.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Cloth-None-Cabinet-424/trial_T20190908_022436_073995,valid_unseen,"wash the cloth from the cabinet, put it back",False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Cloth-None-CounterTop-424/trial_T20190908_100632_546757,valid_unseen,Put a clean wash cloth on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Cloth-None-CounterTop-424/trial_T20190908_114340_674467,valid_unseen,Place a clean rag on a counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120554_888709,valid_unseen,Put a clean egg in the microwave.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120632_691361,valid_unseen,Put a washed egg in a microwave.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120712_273910,valid_unseen,Put a clean egg in the microwave.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110347_624008,valid_unseen,put a knife in the sink before standing it on the counter,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110445_675754,valid_unseen,Place a clean knife on a plate on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110531_148235,valid_unseen,Wash a knife in the sink to place on a countertop.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221208_560499,valid_unseen,Fill up a mug with water and take to the coffee machine.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221300_362511,valid_unseen,Put a cleaned mug on the coffee maker to the right of the stove.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221355_558505,valid_unseen,"Pick up the white coffee cup, fill it in the sink, place it in the coffee maker. ",False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032434_013084,valid_unseen,Put a cleaned pan on the counter. ,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032518_891433,valid_unseen,Place a washed pan on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032543_712058,valid_unseen,Put a cleaned pan on a counter top.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213356_017769,valid_unseen,wash the dirty bowl before putting the bowl on the counter,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213420_728917,valid_unseen,Put a clean plate on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213533_897289,valid_unseen,Put a clean yellow plate on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_214926_337906,valid_unseen,put a rinsed off bar of soap in to the cabinet,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_214946_567644,valid_unseen,Put a clean bar of soap in a cabinet.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_215019_162873,valid_unseen,put a rinse off bar of soap in to the cabinet,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074045_109439,valid_unseen,Rinse off the soap and place it on the counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074106_050405,valid_unseen,Put a wet soap on the counter. ,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074124_966890,valid_unseen,Put a cleaned bar of soap on a counter.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080730_211959,valid_unseen,"Wash the spatula, put it in the first drawer",False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080800_275989,valid_unseen,Put a clean spatula in a drawer.,False
pick_clean_then_place_in_recep,pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080825_222432,valid_unseen,Clean a spatula to put it away.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091747_866951,valid_unseen,Cool some bread and the place it on the counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091811_414150,valid_unseen,"Put chilled bread on the counter, right of the fridge. ",False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091835_825830,valid_unseen,Put a cool loaf of bread on the counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_123133_763972,valid_unseen,chill the lettuce then return it to the counter,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_174807_646433,valid_unseen,Put chilled lettuce on the counter. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_174840_771703,valid_unseen,Put chilled lettuce on the counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121559_082363,valid_unseen,Put a cold coffee up in the bottom cabinet. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121635_622676,valid_unseen,Place a chilled mug in a cabinet.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121710_650938,valid_unseen,Put a chilled mug in a cabinet.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183715_299073,valid_unseen,Move a chilled mug to the coffee maker. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183807_477267,valid_unseen,"get mug from coffee maker, chill, and return mug to coffee maker",False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183853_958104,valid_unseen,Cool a mug in the fridge,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114545_244903,valid_unseen,Place a chilled pan on a counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114622_738670,valid_unseen,Put a chilled pan on the counter.,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114656_768805,valid_unseen,Put a cold pan on the counter top on top of the dishwasher. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033157_424297,valid_unseen,place a potato inside the microwave,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033228_194678,valid_unseen,Put a chilled potato in the microwave. ,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033306_962974,valid_unseen,put a cooled potato inside the microwave,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102608_318800,valid_unseen,Put a cooled tomato in the microwave,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102644_926781,valid_unseen,cook a chilled tomato,False
pick_cool_then_place_in_recep,pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102710_795182,valid_unseen,Place a chilled tomato in a microwave.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182259_116320,valid_unseen,Put the cooked green apple in the fridge,False
