task_type|task_id|task_desc|trial_num|num_steps|result|context_from_retrieval|max_similarity_score|min_similarity_score|num_retrievals|num_candidates|help_calls|help_call_count
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121559_082363|put a cool mug in cabinet.|1|10|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.46007283316356185}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Target object 'soapbottle' not found in cabinet 1."", ""learning"": ""Continue searching for the 'soapbottle' in other locations."", ""task_desc"": ""put some soapbottle on toilet."", ""similarity_score"": 0.469072936288902}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.38858938141138083}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4386683860292955}]"|0.469072936288902|0.38858938141138083|4|0|[]|0
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183715_299073|cool some mug and put it in coffeemachine.|1|13|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Candle not found in cabinets 1-4 after opening them."", ""learning"": ""Search other locations like countertop 1 where the candle was found."", ""task_desc"": ""put a candle in toilet."", ""similarity_score"": 0.43995722801424086}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Target object 'soapbottle' not found in cabinet 1."", ""learning"": ""Continue searching for the 'soapbottle' in other locations."", ""task_desc"": ""put some soapbottle on toilet."", ""similarity_score"": 0.4530621374088635}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.3472755181875913}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4253953783150216}]"|0.4530621374088635|0.3472755181875913|4|0|[]|0
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114545_244903|cool some pan and put it in countertop.|1|11|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4765944847950689}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4765944847950689}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.35752566046172163}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.44301585370592766}]"|0.4765944847950689|0.35752566046172163|4|2|[]|0
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033157_424297|cool some potato and put it in microwave.|1|20|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.39324066249053247}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.39324066249053247}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.3115273463310516}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to put object in a location without being at that location."", ""learning"": ""Go to the target location before attempting to place an object there."", ""task_desc"": ""put a pencil in shelf."", ""similarity_score"": 0.339642747986289}]"|0.39324066249053247|0.3115273463310516|4|2|[]|0
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102608_318800|put a cool tomato in microwave.|1|41|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 3, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.34477954408301575}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 4, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.34477954408301575}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.30861102293098075}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Using 'put' verb to place box on dresser had no effect."", ""learning"": ""Use 'move' instead of 'put' to place the box on the dresser."", ""task_desc"": ""put some box on dresser."", ""similarity_score"": 0.32863146226286316}]"|0.34477954408301575|0.30861102293098075|4|0|"[{""step"": 31, ""query"": ""cannot find the tomato"", ""response"": ""Help for issue: \""cannot find the tomato\""\nGoal Phase: SEARCH\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Saltshaker not found in common locations like cabinets, countertops, or drawers.\n   Learning: Expand search to less common locations like shelves to find the saltshaker.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.40)\n\n2. Similar Issue: Cellphone not found at bed 1.\n   Learning: The cellphone was found on bed 2; check bed 2 for the cellphone.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.44)\n\n3. Similar Issue: Agent tried to open box 1, but it's not an openable container.\n   Learning: Do not attempt to open objects that are not containers or are not designed to be opened.\n   (Validation: CANDIDATE, Similarity: 0.44)""}]"|1
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182259_116320|heat some apple and put it in fridge.|1|47|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 3, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.41290638214999914}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 4, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.41290638214999914}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.37845248659826464}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place creditcard in drawer, but it had no effect."", ""learning"": ""Use 'move' verb instead of 'put' to place the creditcard in the drawer."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.37845248659826464}]"|0.41290638214999914|0.37845248659826464|4|0|"[{""step"": 37, ""query"": ""cannot find the apple"", ""response"": ""Help for issue: \""cannot find the apple\""\nGoal Phase: SEARCH\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Saltshaker not found in common locations like cabinets, countertops, or drawers.\n   Learning: Expand search to less common locations like shelves to find the saltshaker.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.38)\n\n2. Similar Issue: Cabinet is closed, preventing access to its contents.\n   Learning: Open the cabinet to access its contents and continue searching.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.45)\n\n3. Similar Issue: Cabinet is closed, preventing access to its contents.\n   Learning: Open the cabinet to access its contents and continue searching.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.45)""}]"|1
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145050_918567|heat some apple and put it in garbagecan.|1|17|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 3, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.3901503933833417}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 4, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.3901503933833417}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to acquire an object from a closed cabinet."", ""learning"": ""Open the cabinet before attempting to take items from it."", ""task_desc"": ""put a saltshaker in drawer."", ""similarity_score"": 0.38958332150633174}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.35079011206174154}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place creditcard in drawer, but it had no effect."", ""learning"": ""Use 'move' verb instead of 'put' to place the creditcard in the drawer."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.35079011206174154}]"|0.3901503933833417|0.35079011206174154|5|0|[]|0
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083346_800823|put a hot cup in cabinet.|1|32|FAIL|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found in initial search locations, requiring extensive exploration."", ""learning"": ""Continue searching all possible container locations until the target object is found."", ""task_desc"": ""put some cellphone on bed."", ""similarity_score"": 0.4555909899250736}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Target object 'soapbottle' not found in cabinet 1."", ""learning"": ""Continue searching for the 'soapbottle' in other locations."", ""task_desc"": ""put some soapbottle on toilet."", ""similarity_score"": 0.4630141706215897}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.39877647871286703}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.4118279802411593}]"|0.4630141706215897|0.39877647871286703|4|0|"[{""step"": 26, ""query"": ""Task completed message appeared but task did not end."", ""response"": ""Help for issue: \""Task completed message appeared but task did not end.\""\nGoal Phase: None\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Saltshaker not found in common locations like cabinets, countertops, or drawers.\n   Learning: Expand search to less common locations like shelves to find the saltshaker.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.22)\n\n2. Similar Issue: Cellphone not found at bed 1.\n   Learning: The cellphone was found on bed 2; check bed 2 for the cellphone.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.30)\n\n3. Similar Issue: Cabinet is closed, preventing access to its contents.\n   Learning: Open the cabinet to access its contents and continue searching.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.34)""}]"|1
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113432_673307|heat some egg and put it in garbagecan.|1|13|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.41379573834489547}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.41379573834489547}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.3513760821669072}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place creditcard in drawer, but it had no effect."", ""learning"": ""Use 'move' verb instead of 'put' to place the creditcard in the drawer."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.3513760821669072}]"|0.41379573834489547|0.3513760821669072|4|2|[]|0
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021100_341887|put a hot mug in cabinet.|1|25|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Target object 'soapbottle' not found in cabinet 1."", ""learning"": ""Continue searching for the 'soapbottle' in other locations."", ""task_desc"": ""put some soapbottle on toilet."", ""similarity_score"": 0.4656787072337969}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Target object 'soapbottle' not found in cabinet 2."", ""learning"": ""Continue searching for the 'soapbottle' in other locations."", ""task_desc"": ""put some soapbottle on toilet."", ""similarity_score"": 0.4656787072337969}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4041696406417584}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.41729177121487665}]"|0.4656787072337969|0.4041696406417584|4|0|"[{""step"": 16, ""query"": ""cannot put mug in cabinet"", ""response"": ""Help for issue: \""cannot put mug in cabinet\""\nGoal Phase: PLACE\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Attempted to move creditcard to drawer without being at the target location.\n   Learning: Go to the target drawer first before attempting to move the object into it.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.47)\n\n2. Similar Issue: Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object.\n   Learning: Use 'move' instead of 'put' when placing an object on a surface.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.48)\n\n3. Similar Issue: Used 'put' verb instead of 'move' to place an object.\n   Learning: Use the 'move' verb to place objects into containers or locations.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.51)""}]"|1
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171806_406231|heat some mug and put it in coffeemachine.|1|9|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Saltshaker not found in common locations like cabinets, countertops, or drawers."", ""learning"": ""Expand search to less common locations like shelves to find the saltshaker."", ""task_desc"": ""put some saltshaker on cabinet."", ""similarity_score"": 0.4408888531867023}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cabinet is closed, preventing access to its contents."", ""learning"": ""Open the cabinet to access its contents and continue searching."", ""task_desc"": ""put some saltshaker on cabinet."", ""similarity_score"": 0.4408888531867023}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.36527003872493746}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.39412920848880423}]"|0.4408888531867023|0.36527003872493746|4|0|[]|0
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Potato-None-GarbageCan-10/trial_T20190907_161745_664033|heat some potato and put it in garbagecan.|1|11|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Book not found in initial search locations like drawers, coffeetable, or sidetables 1 and 2."", ""learning"": ""Expand search to other common locations for books, such as sidetable 3, to acquire the object."", ""task_desc"": ""put a book in sofa."", ""similarity_score"": 0.3625523625793737}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to open drawer 2, the action had no effect."", ""learning"": ""If a container cannot be opened, continue searching for the target object in other locations."", ""task_desc"": ""put a mug in desk."", ""similarity_score"": 0.3724746527924449}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to acquire an object from a closed cabinet."", ""learning"": ""Open the cabinet before attempting to take items from it."", ""task_desc"": ""put a saltshaker in drawer."", ""similarity_score"": 0.39266613652822974}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.3513416619845734}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place creditcard in drawer, but it had no effect."", ""learning"": ""Use 'move' verb instead of 'put' to place the creditcard in the drawer."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.3513416619845734}]"|0.39266613652822974|0.3513416619845734|5|0|[]|0
pick_heat_then_place_in_recep|pick_heat_then_place_in_recep-Tomato-None-GarbageCan-10/trial_T20190908_225046_020282|put a hot tomato in garbagecan.|1|24|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 3, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.3515783771392927}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 4, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.3515783771392927}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.33506984292380204}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place creditcard in drawer, but it had no effect."", ""learning"": ""Use 'move' verb instead of 'put' to place the creditcard in the drawer."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.33506984292380204}]"|0.3515783771392927|0.33506984292380204|4|0|"[{""step"": 6, ""query"": ""cannot open fridge"", ""response"": ""No relevant learnings found for: cannot open fridge""}]"|1
pick_two_obj_and_place|pick_two_obj_and_place-CD-None-Safe-308/trial_T20190907_050942_897916|put two cd in safe.|1|30|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.4125942381264058}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found at desk 1."", ""learning"": ""The cellphone was found on bed 2; check bed 2 for the cellphone."", ""task_desc"": ""put a cellphone in armchair."", ""similarity_score"": 0.4250649107833183}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.4251980899395934}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object."", ""learning"": ""Use 'move' instead of 'put' when placing an object on a surface."", ""task_desc"": ""put some candle on toilet."", ""similarity_score"": 0.4567939680943187}]"|0.4567939680943187|0.4125942381264058|4|0|"[{""step"": 10, ""query"": ""cannot interact with drawer 3"", ""response"": ""Help for issue: \""cannot interact with drawer 3\""\nGoal Phase: None\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Cellphone not found in initial search locations, requiring extensive exploration.\n   Learning: Continue searching all possible container locations until the target object is found.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.30)\n\n2. Similar Issue: Cellphone not found at bed 1.\n   Learning: The cellphone was found on bed 2; check bed 2 for the cellphone.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.35)\n\n3. Similar Issue: Saltshaker not found in common locations like cabinets, countertops, or drawers.\n   Learning: Expand search to less common locations like shelves to find the saltshaker.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.37)""}]"|1
pick_two_obj_and_place|pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_011803_423115|put two keychain in safe.|1|49|FAIL|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.3522672419898069}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Candle not found in cabinets 1-4 after opening them."", ""learning"": ""Search other locations like countertop 1 where the candle was found."", ""task_desc"": ""put a candle in toilet."", ""similarity_score"": 0.4135972714620225}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.4090939602035641}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object."", ""learning"": ""Use 'move' instead of 'put' when placing an object on a surface."", ""task_desc"": ""put some candle on toilet."", ""similarity_score"": 0.41546774455209795}]"|0.41546774455209795|0.3522672419898069|4|0|"[{""step"": 32, ""query"": ""go to shelf 3 had no effect"", ""response"": ""Help for issue: \""go to shelf 3 had no effect\""\nGoal Phase: None\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Saltshaker not found in common locations like cabinets, countertops, or drawers.\n   Learning: Expand search to less common locations like shelves to find the saltshaker.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.33)\n\n2. Similar Issue: Cellphone not found at bed 1.\n   Learning: The cellphone was found on bed 2; check bed 2 for the cellphone.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.36)\n\n3. Similar Issue: Cellphone not found in initial search locations, requiring extensive exploration.\n   Learning: Continue searching all possible container locations until the target object is found.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.36)""}]"|1
pick_two_obj_and_place|pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190908_010306_215435|put two peppershaker in drawer.|1|21|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.53367155659148}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.53367155659148}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4392916439265762}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object."", ""learning"": ""Use 'move' instead of 'put' when placing an object on a surface."", ""task_desc"": ""put some candle on toilet."", ""similarity_score"": 0.4430604864568133}]"|0.53367155659148|0.4392916439265762|4|2|[]|0
