variant,task_id,task_desc,react_success,variant_success,react_reward,variant_reward,delta_reward,react_steps,variant_steps,help_calls,status,failure_mode,react_final_sql,variant_final_sql,variant_memories
CR,sql_224,List the names of teachers in ascending order of age.,1,1,1.0000,1.0000,+0.0000,5,4,0,same,neutral_query_change,SELECT Name FROM teacher ORDER BY Age ASC;,SELECT Name FROM teacher ORDER BY CAST(Age AS UNSIGNED) ASC;,"149 (0.774): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data. || 12 (0.731): Show the names of high school students and their corresponding number of frie... | issue=Incorrectly assumed friendship is unidirectional, leading to undercounting friends. | learning=Recognize symmetric relationships in data; use UNION ALL to combine both directions of friendship for accurate counting. || 349 (0.729): List each owner's first name, last name, and the size of his for her dog. | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SELECT statement with all necessary clauses and joins."
CR,sql_226,How many airlines are from USA?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,SELECT COUNT(*) AS num_airlines FROM airlines WHERE Country = 'USA',SELECT COUNT(*) AS num_airlines FROM airlines WHERE Country = 'USA';,"6 (0.564): Give the mean GNP and total population of nations which are considered US ter... | issue=Incorrect filtering logic: using LIKE '%United States%' or '%US%' to identify territories. | learning=Explicitly list known US territories in a WHERE IN clause when direct identification is not possible. || 7 (0.564): Give the mean GNP and total population of nations which are considered US ter... | issue=Incorrect assumption that 'United States Minor Outlying Islands' is the sole US territory. | learning=Identify a comprehensive list of relevant entities (US territories) for accurate aggregation. || 200 (0.559): Count the number of countries for which Spanish is the predominantly spoken l... | issue=Incorrect interpretation of 'predominantly spoken language' leading to an inaccurate WH... | learning=To find the predominantly spoken language, identify the language with the maximum percentage for each country using a..."
CR,sql_229,find the id of tv channels that do not play any cartoon directed by Ben Jones.,1,1,1.0000,1.0000,+0.0000,10,6,0,same,neutral_query_change,SELECT id FROM tv_channel WHERE id NOT IN (SELECT DISTINCT Channel FROM cartoon WHERE Directed_by = 'Ben Jones'),SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' AND Channel IS NOT NULL );,"99 (0.647): Show ids of all students who do not have any friends. | issue=Incorrectly assumed an empty result set for 'no friends' was wrong. | learning=Verify data existence in related tables to confirm if an empty result set is valid. || 170 (0.626): Return the country codes for countries that do not speak English. | issue=Incorrect filtering logic: `WHERE Language != 'English'` returns countries that speak *... | learning=To find countries that do not speak a specific language, use `NOT IN` with a subquery to exclude countries where that... || 128 (0.622): Find the first names that are used for professionals or owners but are not us... | issue=Incorrect use of EXCEPT operator with UNION, leading to an incomplete query. | learning=Apply EXCEPT to the combined set of names, not individually to each SELECT statement."
CR,sql_242,What is the average and maximum capacities for all stadiums ?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT AVG(Capacity) AS average_capacity, MAX(Capacity) AS maximum_capacity FROM stadium","SELECT AVG(Capacity) AS average_capacity, MAX(Capacity) AS maximum_capacity FROM stadium;",
CR,sql_245,What airline serves the most flights?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON f.Airline = a.uid GROUP BY a.uid, a.Airline ORDER BY COUNT(*) DESC LIMIT 1;","SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline ORDER BY COUNT(*) DESC LIMIT 1;","37 (0.607): What's the name of the course with most number of enrollments? | issue=Incorrect column used for counting enrollments, leading to a wrong result. | learning=Use the primary key of the enrollment table (student_course_id) for accurate counting of enrollments."
CR,sql_248,How many museums were opened after 2013 or before 2008?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,SELECT COUNT(*) AS num_museums FROM museum WHERE CAST(Open_Year AS SIGNED) > 2013 OR CAST(Open_Year AS SIGNED) < 2008,SELECT COUNT(*) AS num_museums FROM museum WHERE CAST(Open_Year AS SIGNED) > 2013 OR CAST(Open_Year AS SIGNED) < 2008;,
CR,sql_251,What is the average age of the visitors whose membership level is not higher than 4?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,SELECT AVG(Age) AS average_age FROM visitor WHERE Level_of_membership <= 4,SELECT AVG(Age) AS avg_age FROM visitor WHERE Level_of_membership <= 4;,"134 (0.714): Find the average rank of winners in all matches. | issue=Attempted to average `winner_rank` directly from `matches` table, but column was entire... | learning=Always verify column data presence (e.g., using COUNT(column) WHERE column IS NOT NULL) before performing aggregations. || 175 (0.712): Find the average grade of all students who have some friends. | issue=Incomplete JOIN condition, only considering one side of friendship. | learning=Ensure JOIN condition covers all relevant relationships (e.g., student as ID1 OR ID2 in friend table)."
CR,sql_255,Give the flight numbers of flights landing at APG.,1,1,1.0000,1.0000,+0.0000,11,10,0,same,neutral_query_change,SELECT FlightNo FROM flights WHERE DestAirport = 'APG';,SELECT DISTINCT FlightNo FROM flights WHERE TRIM(DestAirport) = 'APG';,203 (0.597): What are the arriving date and the departing date of the dogs who have gone t... | issue=Query returned duplicate rows due to multiple treatments for the same dog. | learning=Use DISTINCT keyword in SELECT clause to retrieve unique combinations of arriving and departing dates.
CR,sql_261,Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,1,1,1.0000,1.0000,+0.0000,8,8,0,same,neutral_query_change,"SELECT teacher.Name, course.Course FROM teacher JOIN course_arrange ON teacher.Teacher_ID = course_arrange.Teacher_ID JOIN course ON course_arrange.Course_ID = course.Course_ID ORDER BY teacher.Name ASC","SELECT t.Name, c.Course FROM teacher AS t JOIN course_arrange AS ca ON t.Teacher_ID = ca.Teacher_ID JOIN course AS c ON ca.Course_ID = c.Course_ID ORDER BY t.Name ASC;","144 (0.728): Who are enrolled in 2 degree programs in one semester? List the first name, m... | issue=Attempted to execute an incomplete SELECT statement, resulting in a syntax error. | learning=Construct the full SQL query before execution, including SELECT, FROM, JOIN, GROUP BY, and HAVING clauses. || 12 (0.722): Show the names of high school students and their corresponding number of frie... | issue=Incorrectly assumed friendship is unidirectional, leading to undercounting friends. | learning=Recognize symmetric relationships in data; use UNION ALL to combine both directions of friendship for accurate counting. || 349 (0.720): List each owner's first name, last name, and the size of his for her dog. | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SELECT statement with all necessary clauses and joins."
TR,sql_6,"For each hometown, how many teachers are there?",1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Hometown, COUNT(*) AS num_teachers FROM teacher GROUP BY Hometown","SELECT Hometown, COUNT(*) AS teacher_count FROM teacher GROUP BY Hometown",
TR,sql_10,List the title of all cartoons in alphabetical order.,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT Title FROM cartoon ORDER BY Title,SELECT Title FROM cartoon ORDER BY Title ASC;,
TR,sql_15,What are the names of the teachers ordered by ascending age?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT Name FROM teacher ORDER BY CAST(Age AS SIGNED) ASC,SELECT Name FROM teacher ORDER BY CAST(Age AS UNSIGNED) ASC;,
TR,sql_19,"What are flight numbers of flights arriving at City ""Aberdeen""?",1,1,1.0000,1.0000,+0.0000,14,16,0,same,neutral_query_change,SELECT f.FlightNo FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE TRIM(a.City) = 'Aberdeen';,SELECT DISTINCT f.FlightNo FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE TRIM(a.City) = 'Aberdeen';,
TR,sql_28,Which abbreviation corresponds to Jetblue Airways?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways',SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways';,
TR,sql_30,What is the ship id and name that caused most total injuries?,0,0,0.0000,0.0000,+0.0000,8,6,0,same,unchanged,"SELECT s.id, s.name FROM ship AS s JOIN death AS d ON s.id = d.caused_by_ship_id GROUP BY s.id, s.name ORDER BY SUM(d.injured) DESC LIMIT 1;","SELECT s.id, s.name FROM ship AS s JOIN death AS d ON s.id = d.caused_by_ship_id GROUP BY s.id, s.name ORDER BY SUM(d.injured) DESC LIMIT 1;",
TR,sql_31,How many flights arriving in Aberdeen city?,1,1,1.0000,1.0000,+0.0000,8,9,0,same,neutral_query_change,SELECT COUNT(*) AS num_flights FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';,SELECT COUNT(*) AS num_flights FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE TRIM(a.City) = 'Aberdeen';,
TR,sql_38,List the name and date the battle that has lost the ship named 'Lettice' and the ship named 'HMS Atalanta',1,1,1.0000,1.0000,+0.0000,6,7,0,same,neutral_query_change,"SELECT DISTINCT b.name, b.date FROM ship AS s JOIN battle AS b ON s.lost_in_battle = b.id WHERE s.name IN ('Lettice', 'HMS Atalanta');","SELECT DISTINCT b.name, b.date FROM battle AS b JOIN ship AS s ON s.lost_in_battle = b.id WHERE s.name IN ('Lettice', 'HMS Atalanta');",
TR,sql_39,List all singer names in concerts in year 2014.,0,0,0.8300,0.8300,+0.0000,9,6,0,same,neutral_query_change,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014';,
TR,sql_42,What country is Jetblue Airways affiliated with?,1,1,1.0000,1.0000,+0.0000,8,5,0,same,unchanged,SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways';,SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways';,
TR,sql_49,list all cartoon titles and their directors ordered by their air date,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,"SELECT Title, Directed_by FROM cartoon ORDER BY Original_air_date","SELECT Title, Directed_by FROM cartoon ORDER BY Original_air_date;",
TR,sql_52,What are the names of all cartoons directed by Ben Jones?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones';,SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones';,
TR,sql_63,Which country has the most of TV Channels? List the country and number of TV Channels it has.,1,1,1.0000,1.0000,+0.0000,5,4,0,same,neutral_query_change,"SELECT Country, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Country ORDER BY number_of_tv_channels DESC LIMIT 1","SELECT Country, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Country ORDER BY number_of_tv_channels DESC LIMIT 1;",
TR,sql_65,What are the names of the singers who performed in a concert in 2014?,0,0,0.8300,0.8300,+0.0000,9,6,0,same,neutral_query_change,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014';,
TR,sql_66,Show the stadium name and the number of concerts in each stadium.,1,0,1.0000,0.5600,-0.4400,8,4,0,regression,prompt-only join inclusivity drift,"SELECT s.Name, COUNT(c.concert_ID) AS num_concerts FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID GROUP BY s.Name","SELECT s.Name, COUNT(c.concert_ID) AS number_of_concerts FROM stadium AS s LEFT JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID GROUP BY s.Stadium_ID, s.Name;",
TR,sql_72,"What is the average, minimum, and maximum age of all singers from France?",1,1,1.0000,1.0000,+0.0000,6,3,0,same,unchanged,"SELECT AVG(Age) AS average_age, MIN(Age) AS minimum_age, MAX(Age) AS maximum_age FROM singer WHERE Country = 'France';","SELECT AVG(Age) AS average_age, MIN(Age) AS minimum_age, MAX(Age) AS maximum_age FROM singer WHERE Country = 'France';",
TR,sql_73,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,1,1,1.0000,1.0000,+0.0000,7,5,0,same,unchanged,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a1 ON f.SourceAirport = a1.AirportCode JOIN airports a2 ON f.DestAirport = a2.AirportCode WHERE a1.City = 'Aberdeen' AND a2.City = 'Ashley';,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a1 ON f.SourceAirport = a1.AirportCode JOIN airports a2 ON f.DestAirport = a2.AirportCode WHERE a1.City = 'Aberdeen' AND a2.City = 'Ashley';,
TR,sql_81,Find all airlines that have flights from both airports 'APG' and 'CVO'.,1,1,1.0000,1.0000,+0.0000,13,12,0,same,unchanged,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE f.SourceAirport IN ('APG', 'CVO') GROUP BY a.uid, a.Airline HAVING COUNT(DISTINCT f.SourceAirport) = 2;","SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE f.SourceAirport IN ('APG', 'CVO') GROUP BY a.uid, a.Airline HAVING COUNT(DISTINCT f.SourceAirport) = 2;",
TR,sql_84,List the language used least number of TV Channel. List language and number of TV Channel.,1,1,1.0000,1.0000,+0.0000,7,8,0,same,neutral_query_change,"SELECT Language, COUNT(*) AS number_of_tv_channel FROM tv_channel GROUP BY Language HAVING COUNT(*) = ( SELECT MIN(lang_count) FROM ( SELECT COUNT(*) AS lang_count FROM tv_channel GROUP BY Language ) AS counts )","SELECT Language, COUNT(*) AS number_of_tv_channel FROM tv_channel GROUP BY Language HAVING COUNT(*) = ( SELECT MIN(cnt) FROM ( SELECT COUNT(*) AS cnt FROM tv_channel GROUP BY Language ) AS language_counts );",
TR,sql_91,What are the package options and the name of the series for the TV Channel that supports high definition TV?,1,1,1.0000,1.0000,+0.0000,6,7,0,same,neutral_query_change,"SELECT Package_Option, series_name FROM tv_channel WHERE Hight_definition_TV = 'Yes'","SELECT Package_Option, series_name FROM tv_channel WHERE Hight_definition_TV = 'yes';",
TR,sql_98,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,"SELECT Title FROM cartoon WHERE Directed_by IN ('Ben Jones', 'Brandon Vietti');","SELECT Title FROM cartoon WHERE Directed_by IN ('Ben Jones', 'Brandon Vietti');",
TR,sql_113,"Show name, country, age for all singers ordered by age from the oldest to the youngest.",1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,"SELECT Name, Country, Age FROM singer ORDER BY Age DESC","SELECT Name, Country, Age FROM singer ORDER BY Age DESC;",
TR,sql_117,Which airlines have less than 200 flights?,1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline HAVING COUNT(*) < 200","SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline HAVING COUNT(*) < 200;",
TR,sql_120,find the pixel aspect ratio and nation of the tv channels that do not use English.,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Pixel_aspect_ratio_PAR, Country FROM tv_channel WHERE Language != 'English'","SELECT Pixel_aspect_ratio_PAR, Country FROM tv_channel WHERE Language <> 'English';",
TR,sql_127,What is the name and capacity of the stadium with the most concerts after 2013 ?,1,1,1.0000,1.0000,+0.0000,9,5,0,same,neutral_query_change,"SELECT s.Name, s.Capacity FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE CAST(c.Year AS SIGNED) > 2013 GROUP BY s.Stadium_ID, s.Name, s.Capacity ORDER BY COUNT(*) DESC LIMIT 1;","SELECT s.Name, s.Capacity FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE CAST(c.Year AS UNSIGNED) > 2013 GROUP BY s.Stadium_ID, s.Name, s.Capacity ORDER BY COUNT(*) DESC LIMIT 1;",
TR,sql_131,Find the number of cartoons directed by each of the listed directors.,0,0,0.0000,0.0000,+0.0000,6,6,0,same,neutral_query_change,"SELECT Directed_by, COUNT(*) AS num_cartoons FROM cartoon GROUP BY Directed_by;","SELECT Directed_by, COUNT(*) AS number_of_cartoons FROM cartoon GROUP BY Directed_by;",
TR,sql_139,What is the age and hometown of every teacher?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,"SELECT Age, Hometown FROM teacher","SELECT Age, Hometown FROM teacher;",
TR,sql_144,Which city is the most frequent source airport?,1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,SELECT a.City FROM flights f JOIN airports a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT a.City FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,
TR,sql_146,What is the name and capacity for the stadium with the highest average attendance?,1,1,1.0000,1.0000,+0.0000,8,5,0,same,neutral_query_change,"SELECT Name, Capacity FROM stadium WHERE Average = (SELECT MAX(Average) FROM stadium);","SELECT Name, Capacity FROM stadium ORDER BY Average DESC LIMIT 1;",
TR,sql_147,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,SELECT cartoon.Title FROM cartoon JOIN tv_channel ON cartoon.Channel = tv_channel.id WHERE tv_channel.series_name = 'Sky Radio';,SELECT c.Title FROM cartoon AS c JOIN tv_channel AS t ON c.Channel = t.id WHERE t.series_name = 'Sky Radio';,
TR,sql_148,What are the opening year and staff number of the museum named Plaza Museum?,0,0,0.0000,0.0000,+0.0000,5,5,0,same,unchanged,"SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum';","SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum';",
TR,sql_162,What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,1,1,1.0000,1.0000,+0.0000,9,6,0,same,neutral_query_change,SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' ),SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' );,
TR,sql_163,Which city has most number of arriving flights?,1,1,1.0000,1.0000,+0.0000,7,5,0,same,neutral_query_change,SELECT a.City FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,
TR,sql_181,Which city has the most frequent destination airport?,0,0,0.0000,0.0000,+0.0000,8,6,0,same,neutral_query_change,"SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY f.DestAirport, a.City ORDER BY COUNT(*) DESC LIMIT 1","SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY a.AirportCode, a.City ORDER BY COUNT(*) DESC LIMIT 1;",
TR,sql_185,What are the death and injury situations caused by the ship with tonnage 't'?,1,1,1.0000,1.0000,+0.0000,8,5,0,same,unchanged,"SELECT d.killed, d.injured FROM death AS d JOIN ship AS s ON d.caused_by_ship_id = s.id WHERE s.tonnage = 't';","SELECT d.killed, d.injured FROM death AS d JOIN ship AS s ON d.caused_by_ship_id = s.id WHERE s.tonnage = 't';",
TR,sql_186,How many flights does airline 'JetBlue Airways' have?,1,1,1.0000,1.0000,+0.0000,8,10,0,same,neutral_query_change,SELECT COUNT(*) AS num_flights FROM flights AS f JOIN airlines AS a ON f.Airline = a.uid WHERE a.Airline = 'JetBlue Airways';,SELECT COUNT(*) AS num_flights FROM flights WHERE Airline = 8;,
TR,sql_193,List each language and the number of TV Channels using it.,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Language, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Language","SELECT Language, COUNT(*) AS num_tv_channels FROM tv_channel GROUP BY Language;",
TR,sql_204,which countries' tv channels are not playing any cartoon written by Todd Casey?,0,0,0.3333,0.3333,+0.0000,8,8,0,same,neutral_query_change,SELECT DISTINCT t.Country FROM tv_channel AS t WHERE t.id NOT IN ( SELECT c.Channel FROM cartoon AS c WHERE c.Written_by = 'Todd Casey' ),SELECT DISTINCT t.Country FROM tv_channel AS t LEFT JOIN cartoon AS c ON t.id = c.Channel AND c.Written_by = 'Todd Casey' WHERE c.id IS NULL;,
TR,sql_205,How many flights land in Aberdeen or Abilene?,1,1,1.0000,1.0000,+0.0000,8,9,0,same,neutral_query_change,"SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode WHERE a.City IN ('Aberdeen', 'Abilene');","SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode WHERE TRIM(a.City) IN ('Aberdeen', 'Abilene');",
TR,sql_208,What are the names of the teachers whose courses have not been arranged?,1,1,1.0000,1.0000,+0.0000,9,7,0,same,neutral_query_change,SELECT Name FROM teacher WHERE Teacher_ID NOT IN (SELECT Teacher_ID FROM course_arrange),SELECT Name FROM teacher WHERE Teacher_ID NOT IN (SELECT Teacher_ID FROM course_arrange);,
TR,sql_213,Give the city and country for the Alton airport.,1,1,1.0000,1.0000,+0.0000,13,5,0,same,neutral_query_change,"SELECT City, Country FROM airports WHERE AirportName LIKE 'Alton%';","SELECT City, Country FROM airports WHERE AirportName = 'Alton';",
TR,sql_224,List the names of teachers in ascending order of age.,1,1,1.0000,1.0000,+0.0000,5,3,0,same,neutral_query_change,SELECT Name FROM teacher ORDER BY Age ASC;,SELECT Name FROM teacher ORDER BY CAST(Age AS UNSIGNED) ASC,
TR,sql_226,How many airlines are from USA?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT COUNT(*) AS num_airlines FROM airlines WHERE Country = 'USA',SELECT COUNT(*) AS num_airlines FROM airlines WHERE Country = 'USA';,
TR,sql_229,find the id of tv channels that do not play any cartoon directed by Ben Jones.,1,1,1.0000,1.0000,+0.0000,10,9,0,same,neutral_query_change,SELECT id FROM tv_channel WHERE id NOT IN (SELECT DISTINCT Channel FROM cartoon WHERE Directed_by = 'Ben Jones'),SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' );,
TR,sql_242,What is the average and maximum capacities for all stadiums ?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,"SELECT AVG(Capacity) AS average_capacity, MAX(Capacity) AS maximum_capacity FROM stadium","SELECT AVG(Capacity) AS average_capacity, MAX(Capacity) AS maximum_capacity FROM stadium;",
TR,sql_245,What airline serves the most flights?,1,1,1.0000,1.0000,+0.0000,6,6,0,same,neutral_query_change,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON f.Airline = a.uid GROUP BY a.uid, a.Airline ORDER BY COUNT(*) DESC LIMIT 1;","SELECT a.Airline FROM flights AS f JOIN airlines AS a ON f.Airline = a.uid GROUP BY a.uid, a.Airline ORDER BY COUNT(*) DESC LIMIT 1;",
TR,sql_248,How many museums were opened after 2013 or before 2008?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT COUNT(*) AS num_museums FROM museum WHERE CAST(Open_Year AS SIGNED) > 2013 OR CAST(Open_Year AS SIGNED) < 2008,SELECT COUNT(*) AS num_museums FROM museum WHERE CAST(Open_Year AS SIGNED) > 2013 OR CAST(Open_Year AS SIGNED) < 2008;,
TR,sql_251,What is the average age of the visitors whose membership level is not higher than 4?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT AVG(Age) AS average_age FROM visitor WHERE Level_of_membership <= 4,SELECT AVG(Age) AS average_age FROM visitor WHERE Level_of_membership <= 4;,
TR,sql_255,Give the flight numbers of flights landing at APG.,1,1,1.0000,1.0000,+0.0000,11,13,0,same,neutral_query_change,SELECT FlightNo FROM flights WHERE DestAirport = 'APG';,SELECT FlightNo FROM flights WHERE TRIM(DestAirport) = 'APG';,
TR,sql_261,Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,"SELECT teacher.Name, course.Course FROM teacher JOIN course_arrange ON teacher.Teacher_ID = course_arrange.Teacher_ID JOIN course ON course_arrange.Course_ID = course.Course_ID ORDER BY teacher.Name ASC","SELECT t.Name, c.Course FROM teacher AS t JOIN course_arrange AS ca ON t.Teacher_ID = ca.Teacher_ID JOIN course AS c ON ca.Course_ID = c.Course_ID ORDER BY t.Name ASC;",
CR+TR,sql_6,"For each hometown, how many teachers are there?",1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Hometown, COUNT(*) AS num_teachers FROM teacher GROUP BY Hometown","SELECT Hometown, COUNT(*) AS teacher_count FROM teacher GROUP BY Hometown","12 (0.738): Show the names of high school students and their corresponding number of frie... | issue=Incorrectly assumed friendship is unidirectional, leading to undercounting friends. | learning=Recognize symmetric relationships in data; use UNION ALL to combine both directions of friendship for accurate counting."
CR+TR,sql_10,List the title of all cartoons in alphabetical order.,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,SELECT Title FROM cartoon ORDER BY Title,SELECT Title FROM cartoon ORDER BY Title;,"149 (0.640): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data. || 143 (0.588): What are the names of the dogs for which the owner has not spend more than 10... | issue=Incorrect GROUP BY clause when selecting non-aggregated columns. | learning=To select dog names based on owner's total treatment cost, use a subquery to filter owners first, then join back to d..."
CR+TR,sql_15,What are the names of the teachers ordered by ascending age?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,SELECT Name FROM teacher ORDER BY CAST(Age AS SIGNED) ASC,SELECT Name FROM teacher ORDER BY CAST(Age AS UNSIGNED) ASC;,"149 (0.787): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data. || 12 (0.708): Show the names of high school students and their corresponding number of frie... | issue=Incorrectly assumed friendship is unidirectional, leading to undercounting friends. | learning=Recognize symmetric relationships in data; use UNION ALL to combine both directions of friendship for accurate counting."
CR+TR,sql_19,"What are flight numbers of flights arriving at City ""Aberdeen""?",1,1,1.0000,1.0000,+0.0000,14,6,0,same,neutral_query_change,SELECT f.FlightNo FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE TRIM(a.City) = 'Aberdeen';,SELECT DISTINCT f.FlightNo FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE a.City = 'Aberdeen';,"203 (0.573): What are the arriving date and the departing date of the dogs who have gone t... | issue=Query returned duplicate rows due to multiple treatments for the same dog. | learning=Use DISTINCT keyword in SELECT clause to retrieve unique combinations of arriving and departing dates. || 84 (0.544): Find the total number of tours for each ranking date. | issue=Query returned an empty result set, leading to confusion about data existence. | learning=Recognize that an empty result set can be the correct answer if the underlying table is empty."
